0,1,-98,-98,-98,-98,-70,-70,-70,-70,-55,-55,-55,-41,-41,-41,-30,-31,-31,99,99,99,82,82,82,62,62,62,42,42,42,29,29,29
0,1,278.1191,278.1191,189.35139999999998,110.1842,367.4776,271.17719999999997,166.4579,159.8114,417.8433,314.601,192.4531,515.6206999999999,378.11199999999997,243.40959999999998,605.7177,463.4826,305.4436,332.0296,233.5137,141.6443,376.9304,261.2813,157.8913,437.3397,313.5671,185.8066,533.9355,398.1992,242.3757,626.5434,475.1509,305.8867
